epoch_utc,station,satellite,obs_range_m,obs_range_corrected_m,model_range_m,tropo_delay_m,com_correction_m,tide_radial_m,ocean_radial_m,shapiro_delay_m,residual_m,residual_mm,elevation_deg,elev_reported_deg,np2_file
2024-01-21T09:40:09.924652Z,8834,lageos2,7177043.926229092,7177037.30200528,7230365.95634696,6.860689110849789,0.251,-0.01627853754288959,0.014098564547267607,0.014534701902678441,-53328.65434168,-53328654.34168,38.462872078601904,,allsat_20240121.np2
2024-01-21T09:42:26.147062Z,8834,lageos2,7059955.057516174,7059948.433292467,7230365.956280307,6.860689006051355,0.251,-0.01634934885050719,0.01429966094263145,0.014534701902415525,-170417.52298783977,-170417522.98783976,38.46287207753672,,allsat_20240121.np2
2024-01-21T09:47:59.576423Z,8834,lageos2,6932863.938567005,6932857.314343543,7230365.956125841,6.860688760726402,0.251,-0.016522732286858938,0.014778030384467778,0.014534701901803565,-297508.64178229775,-297508641.78229773,38.46287207501531,,allsat_20240121.np2
2024-01-21T09:48:38.359692Z,8834,lageos2,6933318.637835252,6933312.013611818,7230365.956108694,6.860688733246523,0.251,-0.01654290510435006,0.014832364765894123,0.014534701901735366,-297053.94249687623,-297053942.49687624,38.4628720747301,,allsat_20240121.np2
2024-01-21T09:50:49.180253Z,8834,lageos2,6958394.567230565,6958387.9430072205,7230365.956052142,6.860688642217136,0.251,-0.01661095874897102,0.015013584856434468,0.01453470190151001,-271978.0130449217,-271978013.0449217,38.462872073780915,,allsat_20240121.np2
2024-01-20T20:55:33.800583Z,7501,lageos2,6695438.273334799,6695417.315178555,9378651.696567843,21.189511363299484,0.251,-0.0666833721052647,0.0004792677752627763,0.019644880881972054,-2683234.3813892873,-2683234381.3892875,10.301166139570334,,allsat_20240121.np2
2024-01-20T20:57:28.000581Z,7501,lageos2,6603097.923179,6603076.965022798,9378651.696580417,21.189511321628107,0.251,-0.06675315217130168,0.0005659625643040225,0.01964488088198241,-2775574.7315576198,-2775574731.5576196,10.30116613930791,,allsat_20240121.np2
2024-01-20T20:59:28.400579Z,7501,lageos2,6533126.647535154,6533105.689378991,9378651.69659403,21.189511282465688,0.251,-0.06682669993515312,0.0006554130398768118,0.019644880881996705,-2845546.007215039,-2845546007.215039,10.301166139042754,,allsat_20240121.np2
2024-01-20T21:00:56.200579Z,7501,lageos2,6500396.961375393,6500376.003219255,9378651.696604187,21.189511257044003,0.251,-0.06688032018699391,0.0007193636347941852,0.019644880882009344,-2878275.6933849314,-2878275693.3849316,10.30116613885695,,allsat_20240121.np2
2024-01-20T21:02:46.800580Z,7501,lageos2,6481552.304110151,6481531.345954041,9378651.696617262,21.189511228829485,0.251,-0.06694784846628413,0.0007983645808834381,0.01964488088202796,-2897120.3506632214,-2897120350.6632214,10.30116613863209,,allsat_20240121.np2
